comment,comment_id,source
"""musta po ms.mocha.....from riyadh""","""10154706823861522_1220824871315423""",MOCHA
,"""10154706823861522_1185842778141091""",MOCHA
,"""10154706823861522_1202297323175061""",MOCHA
"""Go go go lng po...God bless u..""","""10154706823861522_677691589055834""",MOCHA
"""Hello mocha""","""10154706823861522_1050221458409080""",MOCHA
"""hi mocha ganda mi talaga from qatar alex""","""10154706823861522_977106929083816""",MOCHA
"""Hello from Charlotte""","""10154706823861522_686719671478955""",MOCHA
"""Hi miss mocha!from Bhadz of KSA!ituloy ang laban!,kung ano ang tama!""","""10154706823861522_1119255024776732""",MOCHA
"""Go go go mucha andito lang kami from Riyadh Ksa""","""10154706823861522_1101607903280304""",MOCHA
"""ma'am mocha hinde kalang pala maganda, matapang karin pala.""","""10154706823861522_1793368957571353""",MOCHA
"""just keep going Mocha they could not silence the majority.. ano sila hello..""","""10154706823861522_727984364015279""",MOCHA
"""We will support you...\ud83d\udc4a\ud83d\udc4a\ud83d\udc4a""","""10154706823861522_1162268030507532""",MOCHA
"""Hi Mocha watching from hong Kong  gogogo lng suporta kami sayo""","""10154706823861522_1119255521443349""",MOCHA
"""hope pres. du30 will make it official agency na sumbungan ng bayan... go go go malay natin! panapanahon lang yan, Those people w/ evil desire won't succeed. hayaan mo na ung super desperate people.""","""10154706823861522_1248812481827146""",MOCHA
"""Hahahahahaha magbasa ka muna and get your facts straight then you can keep running this page.""","""10154706823861522_1809547352667542""",MOCHA
"""hindi kami magsasawa sa pag-suporta sayo Mocha.hang-gang sa huling hininga ko.Solid DU30 kami.""","""10154706823861522_1149791581781694""",MOCHA
"""Oag nawala yan Mocha gawa uli ng bago""","""10154706823861522_1220827097981867""",MOCHA
"""Hello beautiful Mocha!! Watching from Charlotte NORTH CAROLJNA""","""10154706823861522_1836409983262566""",MOCHA
"""Dapat petisyo din tayo...Masyado sila communism. Kayo lang ang my right tapus  ang mga pro duterte cyber bully. Naks ah..\ud83d\ude20""","""10154706823861522_1793369194237996""",MOCHA
"""Go mocha\ud83d\udc4d\ud83d\udc4d""","""10154706823861522_1821625138117820""",MOCHA
"""Tuloy lang ang laban Mocha,nasa likod mo kami....""","""10154706823861522_727984814015234""",MOCHA
"""Huwag po sana kayong mapagod maam.. sa inyo lang po kami nagtitiwala..""","""10154706823861522_1185845178140851""",MOCHA
"""When one door is closed, dont you know, many more is open.""","""10154706823861522_1214096028634028""",MOCHA
"""Kasi ipapa kulong ka s kasinungalingan mo""","""10154706823861522_1755106021421898""",MOCHA
"""Liar""","""10154706823861522_1286547128056163""",MOCHA
"""Yung mga angry birds. D2 mga bugok hahahaha inggit lang kayo ky mocha hahahaha""","""10154706823861522_1248813841827010""",MOCHA
"""Back upan mo kasi ng pruweba mga sinasabi mo.para maniwala sila.lahat sau na totoo sinasabi mo. Wag puro haka haka""","""10154706823861522_1782849515288990""",MOCHA
"""Hi mocha Ganda nmn. ,, sexy sexy,,, mmmwshhh""","""10154706823861522_903418623134854""",MOCHA
"""When one door is closed, dnt you know,many more open.""","""10154706823861522_978083335636806""",MOCHA
"""Miss rin kita dahil idol kita at kung ipatanggal niya ang PAGE mo parang tinanggalam na rin ako nila ng PAGE dahil PAGE yun ng idol ko at ayokong mawawala yun""","""10154706823861522_1275878589150620""",MOCHA
"""Di naman pwede ito isuspend kasi first of all lahat katotoohan ang mga pinopost niyo po Ms. Mocha.""","""10154706823861522_903628396437716""",MOCHA
"""KAWAWA YUNG MGA DISENTE,,,,TREAT NA TREAT DATING NI MS MOCHA USON BLOG SA KANILA,,,I WILL PRAY PO FOR YOU MS MOCHA,,,DONT WORRY KEEP TRUSTING GOD,,HE IS INCONTROL,,TAO LANG YAN MGA PASAWAY NA YAN MAY LIMITATION BUT SI GOD,,HE IS FOREVER FAITHFUL,,SABI NGA IF GOD IS WITH US WHO CAN BE AGAINST US,,KEEP DOING LANG PO WHAT IS RIGHT AND JUST PARA SA MATA NG DIYOS AT MAINAM SA TAO...GOD BLESS..""","""10154706823861522_583023821892899""",MOCHA
"""\""Walang sense\"" wow coming from you. \ud83d\ude02""","""10154706823861522_570387886483874""",MOCHA
"""mocha suporta parin kami sa iyo .  .  lahat ng 1967 MONALISA  fraternty ang sorority .luzvimend . .pki greet nlng slamat....  long live  mga ka DDS  ..""","""10154706823861522_980978828680998""",MOCHA
"""Mocha laban natin to""","""10154706823861522_1145657162194288""",MOCHA
"""Gawa lang ng gawa ng oage micha""","""10154706823861522_1119260798109488""",MOCHA
"""Tuloy ang laban go go go lang idol""","""10154706823861522_1622856208008503""",MOCHA
"""Wag kang tumigil mocha.... Para malugeh negosyo nila.... Hahaha""","""10154706823861522_1592917347684469""",MOCHA
"""Hwag mong pansinin sila,, inggit lang yan e,  mga impostor mga yan, mga demonyo ang mga yan...ituloy ang laban natin,, Godbless DDS,,,""","""10154706823861522_1149794265114759""",MOCHA
"""Wag tau patalo sa mga demonyong mga dilawan""","""10154706823861522_1220829391314971""",MOCHA
"""Fight for ur right po miss mocha uson""","""10154706823861522_1767671310162232""",MOCHA
"""Hi beautiful Mocha \ud83d\udc4a\ud83d\udc4a\ud83d\udc4a\ud83d\udc4d\ud83d\udc4f\u2764""","""10154706823861522_618901394959585""",MOCHA
"""screw themselves....don't let anybody put  you shutt of what you believe...keep going...keep walking!...Patalsikin si Patag!""","""10154706823861522_784021945068879""",MOCHA
"""Hi mocha""","""10154706823861522_1297771643587309""",MOCHA
"""Kaya m yan alam m nman ang 22o""","""10154706823861522_1222709711100483""",MOCHA
"""Gilik oh..""","""10154706823861522_1774014172864266""",MOCHA
"""Watching from Germany gogogo Mocha \ud83d\udc4a\ud83d\udc4a\ud83d\udc4a\u2764""","""10154706823861522_570388719817124""",MOCHA
"""Yung 5,000 petitioner na gusto niyang ipatanggal ang PAGE natin, napakaliit lang yun comoara sa 16.6 million na bumuto kay Pangulong Duterte at karamihan pa nga sa mga supporters ni Bonhbing Marcos at Erap Estrada kumampi na po kay Pangulong Duterte""","""10154706823861522_677695772388749""",MOCHA
"""Mocha Girls new page \ud83d\ude4f\ud83c\udffb""","""10154706823861522_1701127003459670""",MOCHA
"""Wag ka magpaoaalam sa amin mocha. Mamimis ka namin""","""10154706823861522_868781663258119""",MOCHA
"""Nawawalan kami ng boses""","""10154706823861522_1219415681456129""",MOCHA
"""Eh pano na po kaming mga followers mo na umaasa ng bago mong update sa ating butihing presidenti""","""10154706823861522_862954987174136""",MOCHA
"""Wag mag patalo sa kanila...magtatagupay k....hayaan m lang magalit panalo k parin sa kanila...""","""10154706823861522_1297772723587201""",MOCHA
"""Hello po kaya mo yan... Ms mocha.. \ud83d\udc4a\ud83d\udc4a\ud83d\udc4a\ud83d\udc4a\ud83d\ude0e\ud83d\ude0e\ud83d\ude0e\ud83d\ude0e""","""10154706823861522_1592918287684375""",MOCHA
"""Sana makita kita madam in person""","""10154706823861522_1232381710133746""",MOCHA
"""GODBLESS MOCHA TAKE CARE ALWAYS, FROM TAIWAN.""","""10154706823861522_687311894757774""",MOCHA
"""bawal ung ginagawa nila kapag sila tama kapag pabor kay PDuterte ayaw nila!!!!""","""10154706823861522_572815129570014""",MOCHA
"""Stay strong po""","""10154706823861522_1809550782667199""",MOCHA
"""Laban ms mocha! Suportado kmi sau!""","""10154706823861522_1314343511909729""",MOCHA
"""ilaban mo yan!!!""","""10154706823861522_1782850995288842""",MOCHA
"""IGNORE THEM,,,AS LONG YOUR DOING WHAT IS RIGHT,,FOR THE BAYAN,,,SORRY NALANG SILA :),,,KEEP MOVING KAPATID,,IM ALWAYS PRAYING FOR YOU IGNORE THE WICKED PEOPLE!!,,GOD WILL JUSTIFY THE RIGHTEOUS REMEMBER HIS WORD :) GOD BLESS PO""","""10154706823861522_1818680905019895""",MOCHA
"""nako pag nawala tong page nato pwidi naman tayog mag message sa fb para ibalik.""","""10154706823861522_590248161164320""",MOCHA
"""yan ang hirap sa yellowtards...pag sila ang makapag bashed freedom of speech...pero pag sila tinitira...bullying na...mga ogag talaga mga taong yan...""","""10154706823861522_1286552448055631""",MOCHA
"""Kaya m yan mocha\ud83d\udc4a\ud83d\udc4a\ud83d\udc4a\ud83d\udc4a\ud83d\udc4a""","""10154706823861522_1314344201909660""",MOCHA
"""Sana may gumawa s mga dds group ng gaya n miss mocha pra d lng s miss mocha ang mron""","""10154706823861522_1821628964784104""",MOCHA
"""Wag u susuko kadds mocha godbless""","""10154706823861522_903633159770573""",MOCHA
"""Please Keep on Fighting For our Country Ms MOCHA.. We Support you. We Need Someone Like You.. So Please Be Strong! We Love You!! God  Will Bless you More Strength and Courage To fight all Who will put you Down! Especially all the Haters.. MABUHAY KA!!""","""10154706823861522_1119269424775292""",MOCHA
"""Tuloy lng ang laban.....""","""10154706823861522_572816569569870""",MOCHA
"""Hayaan m n cla""","""10154706823861522_623767537824743""",MOCHA
"""exactly!...their right to talk is also our rights....""","""10154706823861522_903633459770543""",MOCHA
"""Ilabas mu lng po ..wag kang matakot monch""","""10154706823861522_1836413723262192""",MOCHA
"""Hi miss mocha fresh na fresh ka now""","""10154706823861522_1232385886799995""",MOCHA
"""Hi mocha...I fully support you! Thanks for supporting Pres. DUTERTE""","""10154706823861522_1774015916197425""",MOCHA
"""Beep back""","""10154706823861522_703307203157836""",MOCHA
"""Bkit pag mga anti jan freedom of speech tpos pag pro cyber bullying haha, uu nga naman, mga abnoy tlga""","""10154706823861522_1818681815019804""",MOCHA
"""Go ahead lang Miss Mocha,  likes namin ang blogo""","""10154706823861522_703307379824485""",MOCHA
"""Paul Quilet's Facebook account has been removed \ud83d\ude02\ud83d\ude02\ud83d\ude02 Karma nga naman. Oh by the way, there is a Paul Quilet based on a public LinkedIn page that works at PSG Global Solutions. Six months pa lang, probationary pa. Is he the same guy Cyberbullying Mocha Uson? If yes his employer must know about his acts and take action right? I bet his company does not tolerate and represent Cyberbullies.""","""10154706823861522_1145665262193478""",MOCHA
"""Hahahaha miss mocha bigyan u c delima Baka sabik nayun sa saging hahahaha joke lang.""","""10154706823861522_1755109374754896""",MOCHA
"""Godblessyou!""","""10154706823861522_1772133373035047""",MOCHA
"""I just want to ask ms Uson... Aware ka ba sa mga nude pictures mo na kumakalat sa internet?""","""10154706823861522_561519354052547""",MOCHA
"""Ok naman intensyon mo Mocha, 100 days palang si President, dapat lang bigyan natin ng supporta at chance to prove his worth, Ang problem kasi, public personality ka, nasa posisyon ka para maka impluwensya ng iba, sana mas gamitin mo ng maayos. Ano ba naman ang 1 o 2 oras na pag babasa ng law books o books about economics para me substance ang bawat opinion mo. Lahat tayo pinanganak ng walang alam, ang masama e manatiling walang alam. Iwasan maging lata, maingay kasi walang laman.""","""10154706823861522_868784976591121""",MOCHA
"""Successful talaga tayo mocha... gawa nalang ulit bago ngs page""","""10154706823861522_1162278453839823""",MOCHA
"""GOODEVE!!! Just continue your advocacy ..keep it up!""","""10154706823861522_1222716904433097""",MOCHA
"""Hindi sila magtamgupay...... patuloy mo mocha -we support here OFW-""","""10154706823861522_1782853651955243""",MOCHA
"""The truth will shall prevail""","""10154706823861522_903425896467460""",MOCHA
"""Merika""","""10154706823861522_1782549612025282""",MOCHA
"""Wag ka matakot sa kanila mocha\""'dto kami 100% susuporta sau alam nmin ang totoo.""","""10154706823861522_949534965190016""",MOCHA
"""*One day a man will be born to rule the land, serve the people,and eliminate the evil, that man is not Rodrigo Duterte, because Rodrigo Duterte killed that man. \n*Time waits for no man, unless that man is Rodrigo Duterte. \n*Fool me once, Shame on you. Fool Duterte Once and he will kill you. \n*The quickest way to a man's heart is Duterte's Fist. \n*Duterte has a deep and abiding respect for human life...unless it gets in his way. \n*Duterte keeps his friends close and his enemies closer....Close enough to punch in the face. \n*Duterte doesn't play god, playing is for children. \n*Duterte can judge a book by its cover.\n*No one can't escape the Duterte's Curse, not even the US President. \n*Duterte can smell what the Rock is cooking. \n*He who lives by the sword, dies by the sword, He who lives by the drugs, die to Rodrigo Duterte. \n*Duterte knows everything there is to know, except for the definition of Mercy. \n*Duterte will never have a heart attack, His heart is not foolish enough to attack him. \n*Count from 1 to 10, thats how long it would take Duterte to kill you... 30 times.\n*Duterte is not Politically Correct, He is just Correct....Always. \n*Duterte has never been accused of Murder, because his methods is recognized as \""Act of God\"" \n*Duterte can delete the Recycle Bin. \n*Duterte can win a game of Russian Roulette with a fully loaded Revolver. \n*If Jesus can walk on water, Duterte can swim on land. \n*At first you dont succeed, you're not Rodrigo Duterte. \n*What was going through the minds of all criminals killed by Rodrigo Duterte before they die? Duterte's Middle Finger. \n*Behind every successful man there is a woman, behind every dead man, there is Rodrigo Duterte. \n*Duterte lost his virginity before his father did.\n*Duterte dont really kill criminals, He just wipe out their entire existence from the space-time continuum. \n*There are 2 types of people in the World, people that sucks and Rodrigo Duterte. \n*Aliens proclaimed Rodrigo Duterte as the greatest President of the Solar System. \n*When you say \""nobody's perfect\"", your insulting Rodrigo Duterte. \n* Duterte loves women, except Leila De Lima.\n*Duterte doesn't say \""who's your daddy\"" because he knows the answer. \n*The only time Duterte was wrong was when he thought he made a mistake. \n*Duterte can order Chicken Joy at Mcdonalds. \n*Duterte hates the color yellow, because its the color of his poop.\n*What doesn't kill you makes you stronger, unless its Rodrigo Duterte, forget about it.""","""10154706823861522_747031805437818""",MOCHA
"""Hi Mocha be strong always""","""10154706823861522_1811236045820069""",MOCHA
"""sarap isaksak  angs aging sa bunganga ni risa ng wrappler""","""10154706823861522_1782854125288529""",MOCHA
"""Suportado ka ng mas nakakarami mam mocha uson""","""10154706823861522_878032618965080""",MOCHA
"""watching from jubail saudi arabia.... marami kaming naniniwala sa iyo miss mocha.. isa ka sa dapat tularan.. Godbless""","""10154706823861522_747032142104451""",MOCHA
"""hope to see you someday ms.mocha...i want to discuss""","""10154706823861522_1767677093494987""",MOCHA
"""Hi mochha""","""10154706823861522_1286560448054831""",MOCHA
"""hello mis mocha how r u? why will it be the last?""","""10154706823861522_1811236509153356""",MOCHA
"""Go mona wag kang bibigay. Ikaw lang. Pag asa. Namin mga ofw. Dto sa saudi. Arabia""","""10154706823861522_1248828261825568""",MOCHA
"""Ipagpatuloy natin ito mocha""","""10154706823861522_618908251625566""",MOCHA
"""Mag tuwad nlang po Kaye lahat""","""10154706823861522_1232391883466062""",MOCHA
"""hope to see you some time ms.mocha...i want to discuss with some issues that i want to convey to our kababayan...""","""10154706823861522_1314351625242251""",MOCHA
"""For wht reason daw  mochha...""","""10154706823861522_618908494958875""",MOCHA
"""Hi po""","""10154706823861522_1286561428054733""",MOCHA
"""Walang Sense... so thats why we dont have to step down to their thinking... .\ud83d\ude07\ud83d\ude07""","""10154706823861522_1145670302192974""",MOCHA
"""hindi totoo yan. pano nako. pano na kami. wag mo kaming iiwan Mocha""","""10154706823861522_570393079816688""",MOCHA
"""Go, go, Ms. Mocha! 1st time ko rin and ayaw kong maging last ito!!  \n\nLet's keep praying! The truth will always prevail!""","""10154706823861522_1821649678115366""",MOCHA
"""Ms Mocha kahit pa anong mangyari follower mo pa rin ako""","""10154706823861522_1220839454647298""",MOCHA
"""Papayag po b kau""","""10154706823861522_572113856305231""",MOCHA
"""Be strong always!""","""10154706823861522_677702609054732""",MOCHA
"""\ud83d\udc4a\ud83c\udffe\ud83d\udc4a\ud83c\udffe\ud83d\udc4a\ud83c\udffe\ud83d\udc4a\ud83c\udffe\ud83d\udc4a\ud83c\udffe\ud83d\udc4a\ud83c\udffe\ud83d\udc4a\ud83c\udffe\ud83d\udc4a\ud83c\udffe\ud83d\udc4a\ud83c\udffe\ud83d\udc4a\ud83c\udffe""","""10154706823861522_1101622113278883""",MOCHA
"""nasa2pawan mo cla sa mnga tamang ginagawa mo kya ganyan cla sayo.go klng ng go dahil tama nman ginagawa mo at walng masama""","""10154706823861522_1818684575019528""",MOCHA
"""Laban lng po tau""","""10154706823861522_1202318419839618""",MOCHA
"""Dont stop miss mocha Gusto lng nla tayong ibagsak..from Thailand""","""10154706823861522_1314352858575461""",MOCHA
"""Mga inggit ingot lang sila""","""10154706823861522_1821650104781990""",MOCHA
"""S bicutan po""","""10154706823861522_1149812515112934""",MOCHA
"""Iba kasi Utak ng mga YELLOWISH HAHAHA""","""10154706823861522_1782855665288375""",MOCHA
"""mabuhay ka mocha - Boycott namin Inquirer c""","""10154706823861522_699344206898460""",MOCHA
"""Hi from Angono, Rizal""","""10154706823861522_1185862411472461""",MOCHA
"""Ibag laban""","""10154706823861522_1219428911454806""",MOCHA
"""Waching from Spain,kaya mo yan kc pag katutuhanan asahan mo na marami ang bumabara kaya go for it...madam.....God bless.""","""10154706823861522_1219429118121452""",MOCHA
"""sa tondo may makukulit pa rin!!! pero konti na lang!!!""","""10154706823861522_1162286273839041""",MOCHA
"""Mabuhay ka mocha.""","""10154706823861522_1774021562863527""",MOCHA
"""Kpag mawala kana \""'maisasakatuparan na nila ang mindcondition sa mga tao gamit ang mga bayarang fake fb\""""","""10154706823861522_1592921871017350""",MOCHA
"""wag mo clang tuonan ng pansin., pagnkikita nla bnibgyan mo cla ng time lalung ppansin yang mga yan!! Fight lang tayu...bayaan mo cla""","""10154706823861522_1145672408859430""",MOCHA
"""Flip flopping kasi si Dds""","""10154706823861522_1622862988007825""",MOCHA
"""Goodmorning mis mocha. Tuloy lng po kayo mgbigay ng tunay n balita at mga mgaganda ngwa ng mhal ntng presidente duterte. Godbless po sa inyo at s mhal ntng presidente. Go lng ng go. Slamat po.""","""10154706823861522_1242450229130629""",MOCHA
"""hello ms mocha ,,, watching from PARIS   dont worry GOD IS GOOD hindi tayo pababayaan at huwag kang susuko  dahil sau lang kami may tiwala   mabuhay ka mocha!!""","""10154706823861522_1314354391908641""",MOCHA
"""mocha huwag ka bibitaw maraming tao my gusto sa u""","""10154706823861522_1202321256506001""",MOCHA
"""4Million likes versus 5k unfair !""","""10154706823861522_1836425353261029""",MOCHA
"""Successful ka dahil na-threaten sila. <3""","""10154706823861522_862963427173292""",MOCHA
"""Pag ang puno hitik sa bunga binabato.ingit lang sila sa iyo.""","""10154706823861522_570394943149835""",MOCHA
"""Ipaglaban natin mocha, kahit anong mangyayari""","""10154706823861522_1797337827181082""",MOCHA
"""gawa ng new""","""10154706823861522_868790396590579""",MOCHA
"""Mocha  ituloy mo ang laban. Stay Strong .God always  guide you.We love you. OFW AbuDhabi, UAE""","""10154706823861522_727994647347584""",MOCHA
"""Sau nlng nkkuha ng true news nwawala kp.. MochA wg mo alisin ang page n i2..""","""10154706823861522_1297786013585872""",MOCHA
"""Ituloy mo ang Laban hija""","""10154706823861522_1297786020252538""",MOCHA
"""God bless Mocha...from jeddah""","""10154706823861522_784032861734454""",MOCHA
"""Mocha\""'para kang isang anghel sa langit\""'""","""10154706823861522_1050240111740548""",MOCHA
"""You also had your share of cyber bullying though - vs de Lima, agot Isidro, resa and robredo. I think we should all not cyber bully at all. All sides are cyber bullying one abother""","""10154706823861522_1625405014418891""",MOCHA
"""Go go go lng ms.mocha yuson karamay mo kmi laban sa mga demonyong dilawan.""","""10154706823861522_1219433798120984""",MOCHA
"""Can u make onother page""","""10154706823861522_862964527173182""",MOCHA
"""Wag kang mabahala. Natatakot lang silang mawalan ng trabaho.""","""10154706823861522_1237413012947598""",MOCHA
"""ms.mocha pwede pa pm ng enail add mo...plese...thanks.""","""10154706823861522_1809561512666126""",MOCHA
"""More power Mocha Uson block...we ll support you.thanks for yor effort and time""","""10154706823861522_618912764958448""",MOCHA
"""Hindi basta 2x mawala page mo miss mocha inggit lng yan sila""","""10154706823861522_1133461093407655""",MOCHA
"""RDS Cebu supports u...""","""10154706823861522_868791979923754""",MOCHA
"""Mas sumikat po kayo Ms. MOCHA sa ginawa ng mga duterte haters.""","""10154706823861522_1799247910317846""",MOCHA
"""Mocha and2 kami s tabi mo   Go, go ka lng pra s tunay n pagbabago. We love you!""","""10154706823861522_572834499568077""",MOCHA
"""I pity them...so bitter kaya sarado isip s issues. Grabe manlait...puro galit ang puso. Let us pray for them""","""10154706823861522_1149819658445553""",MOCHA
"""Wag kang susuko mocha, parang binitiwan m na din lahat kmi at ang persidentw natin. Dedmathology m lang yan. Nsa likod m lng kmi""","""10154706823861522_1232404340131483""",MOCHA
"""Love love mocha uson""","""10154706823861522_1774023916196625""",MOCHA
"""Mocha I support you your a great good example of the Truth keep up the good  work we are on your side.""","""10154706823861522_1797340193847512""",MOCHA
"""Gigil much sila. Denying the. Facts.""","""10154706823861522_561547247383091""",MOCHA
"""\ud83d\ude23\ud83d\ude23\ud83d\ude23\ud83d\ude23\ud83d\ude23 please dont give up""","""10154706823861522_677708972387429""",MOCHA
"""tuloy lang Mam! maraming humahanga at nagmamahal sa iyo dahil sa pakikipaglaban mo sa mga alipures ng mga oligarch na  sumusupil sa karapatan ng nakakaraming Pilipino! long live Mocha! take care!""","""10154706823861522_1050243868406839""",MOCHA
"""I salute you...""","""10154706823861522_686743621476560""",MOCHA
"""Wag kang susuko Mocha Uson blog kailangan ka naming mga  katulad naming mahihirap lang ikaw lang ang nagbabalita ng tamang balita""","""10154706823861522_1232405463464704""",MOCHA
"""we support mocha uson blog.....fr. riyadh""","""10154706823861522_699348760231338""",MOCHA
"""hello mocha  ...strong klng  jn \nipagpatoloy mo lng .""","""10154706823861522_1219437251453972""",MOCHA
"""Am always watching you here fr north carolina....we are supporting you....""","""10154706823861522_572842546233939""",MOCHA
"""kaya natin yan mocha!!!""","""10154706823861522_1797344307180434""",MOCHA
"""Hi mocha paki mustA sa best ko lemon""","""10154706823861522_1701140866791617""",MOCHA
"""Laban ka poh ms mocha wag poh kau susuko para sa boses ng mga inaabuso....""","""10154706823861522_1774024696196547""",MOCHA
"""I love d way you handle your haters. Wow it's so classy! Go Mocha! God bless the PH!!!""","""10154706823861522_570398509816145""",MOCHA
"""Haters would never hear you. You don't have to explain.""","""10154706823861522_1242457349129917""",MOCHA
"""Miss mocha i will support lalaban tayo para sa pagbabago""","""10154706823861522_570398643149465""",MOCHA
"""Fight for your constitutional rights..from Roxas City""","""10154706823861522_570398773149452""",MOCHA
"""San kau nag showshow""","""10154706823861522_1214118798631751""",MOCHA
"""Tuloy mo lang Mocha. Andito kami sa likod mo, lalo na ang Panginoon. Wag po tayo padaig dyan sa kanila""","""10154706823861522_1136374229785079""",MOCHA
"""we support you ms mocha!""","""10154706823861522_977144392413403""",MOCHA
"""mrning mocha""","""10154706823861522_1314363668574380""",MOCHA
"""Don't stop miss Mocha...wala na kaming malalaman na katutuhanan...puro nalang kasinungalingan.-""","""10154706823861522_1793384147569834""",MOCHA
"""No way! Lumaban din kami....nagperition din kami.\nIn fact kahit magbatuhan nang petition, walang mananalo.\nDahil ang facebook hindi nang sususpend nang account.\nMalaking inggit lang nila sa BLOG mo Mocha.""","""10154706823861522_686745234809732""",MOCHA
"""bakit ano ang karapatan nila isuspend yan?""","""10154706823861522_1818691228352196""",MOCHA
"""Ndi nila kyang i close mas marami tau""","""10154706823861522_699350380231176""",MOCHA
"""ilabas mo lahat ng alam mo MS MOCHA sobrang inggit lang sila  bakit yong mga bias d nga masuspende bakit itong blog  mo lang ang kailangan tanggalin,, ikaw lang kasi pinagkakatiwalaan  at  may kridebilidad!!! correct mas lalo dapat magka isa we love you MS MOCHA!!!""","""10154706823861522_878043575630651""",MOCHA
"""tuloy ang laban mocha wlang atrasan hawak kamay milyon2 nka suporta sa mocha uson""","""10154706823861522_561549280716221""",MOCHA
"""Nakita ko yung isang araw sa DAR sarap nang kain nyo roon. With Sec.""","""10154706823861522_703317953156761""",MOCHA
"""Don't stop mocha uson \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f!!! Laban lang tayo""","""10154706823861522_1149827695111416""",MOCHA
"""Mag petition din tayo to keep mocha uson""","""10154706823861522_949546811855498""",MOCHA
"""Cyber bullying yan ah...mahal ka namin Mocha.""","""10154706823861522_949547315188781""",MOCHA
"""wow sikat c @ronelo pahanonot na mention pa ni mo ha""","""10154706823861522_1774026102863073""",MOCHA
"""Hi""","""10154706823861522_1050247831739776""",MOCHA
"""Oo nga wala sa mainstream media kapag maganda ang ginawa ng gobyerno.""","""10154706823861522_1162297823837886""",MOCHA
"""\u201cGive me the liberty to know, to utter, and to argue freely according to conscience, above all liberties.\u201d \n\u2015 John Milton, Areopagitica""","""10154706823861522_687330384755925""",MOCHA
"""Dutertards!""","""10154706823861522_561549777382838""",MOCHA
"""Go tuloy mo yan wag kang papadaig sa mga iyan bcuz andidito lang kami para to support you""","""10154706823861522_1458898350791362""",MOCHA
"""Yes Dutertards kami!""","""10154706823861522_1220853164645927""",MOCHA
"""HND ka kc tumatanggap ng bayad d kaya nila ska LNG sila mgsasalita ng magagandang pa ngyayari kapag my makukuha sila higit mga reporter na yan karamihan gumagalaw kapag my lagay mga lintang kumakapit bwisasit na mga mamahayag nyan....""","""10154706823861522_1755119204753913""",MOCHA
"""Mga dilaw lang my gusto at mga adiktus\ud83d\udc4a\ud83d\udc4a\ud83d\udc4atuloy ang laban Ms.Mocha\ud83d\udc4f\ud83d\udc4f\ud83d\udc4f""","""10154706823861522_1592926027683601""",MOCHA
"""Hi miss mocha""","""10154706823861522_1050248308406395""",MOCHA
"""Please Facebook Owner don't let Mocha Uson stop...she's one of our eyes from truth side..or bright side of what happened of our country..""","""10154706823861522_806380906170474""",MOCHA
"""Laban lang mocha..we support watching here in Norway""","""10154706823861522_1809567735998837""",MOCHA
"""Am I a troll?\nAhahahah!!!""","""10154706823861522_1622868854673905""",MOCHA
"""Wag ka mag patalo sa mga yan mas madami tayo mabuting tao! Go go go miss Mocha! \ud83d\udc4a\ud83d\udc4a\ud83d\udc4a""","""10154706823861522_1275922019146277""",MOCHA
"""Hopefully not""","""10154706823861522_1145685092191495""",MOCHA
"""Di talaga nagttatagumpay ang kasmaan..""","""10154706823861522_1797349127179952""",MOCHA
"""Maryroon ba dyan supporter na lawyer na  maglaban kay micha""","""10154706823861522_1297797760251364""",MOCHA
"""Laban lng tayo""","""10154706823861522_1792146357723894""",MOCHA
"""hahahaha Carlo Guico""","""10154706823861522_1592926521016885""",MOCHA
"""Isusunod na c even demata""","""10154706823861522_1792146494390547""",MOCHA
"""Di nagtatagumpay ang kadiliman""","""10154706823861522_1133469270073504""",MOCHA
"""Mocha, just do what you want to do. This is a free country. I suggest you invite the DSWD Secretary in your blog to stop the yellowtards. This is the new main stream media. This is what technology has created. We are all just benefitting from it.""","""10154706823861522_1799257963650174""",MOCHA
"""Hello fr hk""","""10154706823861522_1242464889129163""",MOCHA
"""Facebook nalang mocha uson blog...walang ko kontra doon sa facebok""","""10154706823861522_1237425116279721""",MOCHA
"""Wish lang nila do u think fb will suspend a 4 million followrs?""","""10154706823861522_1799258220316815""",MOCHA
"""Marami kami on your side Ms. MOCHA USON BLOG, and we're all praying for you. Just continue what you are doing. God bless""","""10154706823861522_1458901794124351""",MOCHA
"""Hi.Goodmorning.Godbless""","""10154706823861522_728003590680023""",MOCHA
"""Ayaw muna sa amin..mocha bat last muna ofw oman""","""10154706823861522_1799258473650123""",MOCHA
"""you rock Mocha! Keep going .""","""10154706823861522_1162308497170152""",MOCHA
"""Alam mo miss mocha yang mga nag gagallingan kuno yan cla ang mga tunay n bobo!""","""10154706823861522_1286583444719198""",MOCHA
"""Hi from dubai""","""10154706823861522_572846316233562""",MOCHA
"""Ngayon lang kase nagkaroon ng napakaraming supporters na  vocal talaga abt their love and support sa ating pangulo""","""10154706823861522_687335664755397""",MOCHA
"""Petition signed!  From DCA KSA""","""10154706823861522_1219450428119321""",MOCHA
"""You promise to support the President...kya dka pwd sumuko...hanggang sa huli Ms.Mocha wlang iwanan...lalaban tayo..laban natin lahat to...ipahayag mo kung anu ang tama at nararapat na malaman ng mga mamayang Pilipino!!!!""","""10154706823861522_1232418263463424""",MOCHA
