emotion,content
happy,140 pages and i'm done with eclipse!
neutral,@byronicman my GF has an interview with them this week
happy,Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think
happy,@sarahconquilla Many many thanks!!!  (it's about school!) Weeeee!!!
neutral,@dhempe @roadrippersid http://twitter.com/friends?page=20 press previous on that page.
amazed,"@noreenjuliano Glad you like it  took around 2 and a half hours, would have been less but i kept stopping for food breaks haha  i was"
neutral,@RedAntiques Let me guess.... Antiques &amp; Collectibles?  Anywhere else you'd like to be?
neutral,@Flatmatescomic not good enough!
neutral,"Off to work again. Yo ho, Yo ho, another day at the hell hole"
sad,@dutchreaganite ROFLMAO! I feel inspired to go start a huge bonfire now
neutral,@shangs112 Byebye
happy,It's teddy chucking time
neutral,I'm tired from walking my dog hmm maybe a quick snooze
neutral,@taylorswift13 hello you!  you should totally go to the biggest shopping center in Europe and we can go shopping together   xx
neutral,@The_Tempter Blog de uns colegas meus de BH
happy,MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!
happy,"Guys, follow @ginoboi for the RX Twitterwar!!!! DD GO GINOOOO!!!"
neutral,Less or more iTunes tuned up
neutral,"endless set list... very long... grueling almost... also, sent to gordo's cell cuz he's no longer communicating with the internet in 140."
neutral,"Woo! Two days till awesome gig, one day till Uni is finished for 12 days  #gigs #3yp"
amazed,"@shaddybabybitch hey! im rly sick atm, so i cant stay and chat, but hope ur well"
amazed,@capn_mactastic I dunno ;p How'd I end up waking up at 2 am? It's a mysterious world
happy,~ Happy Star Wars Day.every one ~  ...may the fourth be with you!
sad,the dutchess - such a sad film but still a fave...
happy,@TrudyMagnifique haha check out our site its got some good ones too
sad,"Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah, in a great mood!"
neutral,@mileycyrus have you check oceanup?&quot;miley cyrus justin gaston fight after lunch&quot; you ok with justin?hmmm.im with you whatever happen
neutral,eating cheeto puffs
neutral,@AngstyRossini lol.  You must be new here
neutral,Millenia mom.... I think I am in that category
amazed,"@bubbles3563 Hey, nothing wrong with that!"
neutral,lï¿½m ti?c m?ng MM gia nh?p h?i ?i ah
sad,day started off bad but got better
sad,"am hungry.. going to eat... catch up with you guys later &amp; 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back"
happy,Britt - had to do it she came all the way down to say 'May the fourth be with you' - our work is done
neutral,@philwalters fickleness seems appropriate for a Twitter user
happy,giving myself a manicure + pedicure  ahhh how i've missed you nice pretty nails...
neutral,@hiddenstar13 it is! ive done somethign like 200 updates today :S
neutral,@tomfelton http://twitpic.com/4jam0 - better lighting would have enhanced the photo... nice angle though...
amazed,@robygirl53 Not a prob hun
happy,@hayfa You are welcome
neutral,Bank holiday rock seems so fitting  ? http://blip.fm/~5jg16
sad,@fudgecrumpet ok i believe you.but i have a belly button.lol
happy,back at Wingman after a great weekend
sad,"night out had 2 b put on hold 4 2 weeks coz i was so ill last nite, gutted! still had a nice nite tho  but whers the sun gone!"
amazed,"@ARustedSmile Oh, I thought it's only a man-ly problem to not be able to figure out your mom. So now it's official! Mom's are weird!"
happy,@MrsSprousex mee too it's looks amazeeeeeee
neutral,Can't wait to go home to eat. Hope it's something good!
neutral,"@busara7 Im Duong in VietNam. Where r u from? I'm 19. I dont understand what you wrote down in twitter, please tell me! Thanks!"
neutral,@dmeeker @alanstevens  @scrum_coach @sethrowe @scottreynolds IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil
neutral,You are the First to know that SinhalenFOSS ep22 is out with the big news. http://tr.im/kpoR
neutral,@edial @theineke
happy,"@MissxMarisa we had scones this afternoon!! they were great  we're gonna make cupcakes this week, on Wednesday!"
neutral,Good rainy morning all
neutral,@rnfjonasstack damnnn. training starts  at 11. but that would have been cool. next timeee
happy,@Zobi09 The cast of True Blood was there
happy,@missjerilee welcome to twitter my friend
neutral,"@podipada Munch away, my dear Watson, Munch away"
happy,@botse that's a very cute picture ... but you don't get fat from licking BBQs ... he must have found some chops on someone else's ...
sad,Hate this song  ? http://blip.fm/~5jg6f
amazed,@theiBlog Haha I like that. You're actually saying thanks to the bots! Never looked at it like that.
sad,"Well after a glorious weekend, it's only bloody raining... Nice BH in order then!"
neutral,@HayleyNewland He's a good lad is wore Phil...  known each other for 22 years now... seems like 5 minutes!!  haha   You ok Hayley?
neutral,is in PHP website upgrade hell on a Bank Holiday. How's that for planning!
neutral,@thinker80 yes please  and if you're gone i might actually get some work done lol
happy,The wedding couldn't have been more perfect
amazed,@stevencohmer -thanks i hope i do 2  iv been playing dmc4 like 5 times kinda sick of it hehe
neutral,Can't Play Solitaire For Crap lol  More Updates Soon (Y)
neutral,"@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!"
happy,@an_other Excellent analogy
happy,"@MDurbin not long till we go shopping dude, its gunna be rather fun"
neutral,ATL to NJ....almost home
neutral,@angelofmel we should definately be in Paris that week. if I get a job we most certainly will be
happy,"@ukdavew bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had"
neutral,"I am saving for a Ipod Touch, a 1TB external and a RAM upgrade. No more morning coffees"
neutral,Watching some vintage topgear
happy,@carlocruuuz good! you joined the dark side hahahaha we have cookies!
happy,"@omarabid Hehehe  I didn't really know that! Well, use your blog or Twitter to suggest interesting topics for ppl to engage in"
neutral,Bank holiday  Off to the station now. Catch you all later.
happy,heading to Xtra-vision to get part 2 of Season 3 - CSI Miami baby!!!
amazed,"@taylorswift13 Hello there, Taylor  I MISS YOU. Its been 2 months &lt;/3"
happy,"@MikeEscamilla @tonyhawk  that was flippin' sweet, dudes. thanks for sharing"
neutral,I am going to see how long I can do this for.
sad,@Tizzik Yeah ill make sure i keep you updated.. i get it all delivered
neutral,@VixenJodi Oh you are way up there! &gt;LOL No wonder it feels like snow.
neutral,@tonnet next time you are around please let me and @sylwiapresley know and we will take you for lunch too
amazed,@vhcoffee And the first thing you did was get your twit on....
happy,"So proud of cg, took 5 yrs in the making to get that number 1 spot  gnight twitter bugs...time to read myself to sleep."
neutral,@fruityalexia what did you decide on for din-dins?
amazed,http://tinyurl.com/67sk5r Follow my blog and I'll follow yours
amazed,"@limyh I'm not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1."
sad,@fudgecrumpet saw the deforestation.so not surprised of bad back but @mrsfudgecrumpet moan back at you.lol
happy,@Tizzik Thank you! I hope the same for you!
happy,Good Morning! &quot;RETURN TO WILLEN ISLAND - Spring has most definitely sprung&quot; ... http://bit.ly/EyRtT ... enjoy
neutral,july!!!!
neutral,@kyleandjakieo play vanessa hudgens new songs plz or vfactory
happy,"She got it , ohh baby she got it.SINGAPORE I'm going to rock your city"
neutral,New music!  Electro-Classical dedicated to Nikmis: http://is.gd/wys4
happy,"Photo: Got my prints a few days ago, ready for the NorskArt exhibition  http://tumblr.com/xht1phgl3"
happy,"oh happy day!!! nice weather, smiling, happy baby and icecream later"
neutral,Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I'm up! lol
amazed,lol how I met your mother
neutral,"@Dutchrudder Hee Hee! I only holiday in the gutter, try to get there once a week at least! Welcome! lol  xx"
happy,"@michaelmknight Good morning! Nothing in particular, meeting people and having drinks this evening  what are you doing with your Monday?"
happy,@david_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!
neutral,"http://twitpic.com/4jbwh - we were at a sleepover, and nobody stops me when there's a camera in my hand"
amazed,Photo: Thatï¿½s what you call HOPE.  http://tumblr.com/xww1phh33
neutral,@David_Henrie how are you?what are you doing?answer me plz
happy,"@Alleexx1995 umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party"
neutral,@SpikeTheLobster How do you spell ppphhhhhttttt?
neutral,@nomand Use Wordpress instead!
happy,Happy Star Wars Day  May the fourth be with you ;)
happy,1 day to my Birthday !
happy,"Got my tattoo fixed today, and it didn't hurt to much, thank god  Can't wait to get the next one. $$$."
neutral,@adelinaxx YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah  i hope ur ready for my constant tweets!!
neutral,@HeatherWelliver Attach him to @Grailwolf after all mammals mammary glands will produce milk.  Or may be formula?
neutral,@smoshian the pink straw also makes you manly
happy,@SheridanPaige loool sheridan ive got swine flu but im still coming into skl tomorrow same way  hehe
happy,"Days with cellstorms, I like it!"
happy,YAY! GO TAYLOR SWIFT!! come to australia again!!!
neutral,"http://twitpic.com/4jbws - Hyeri, Ayshea, Isabelle, Me  At ROXY!"
happy,@GinJam it was an adventure to say the least. I've been to nicer parts of Norf London but will stick with the south for today
neutral,"@ChrisCuomo   Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you.   Hugs, Angel"
neutral,"@DavidArchie @DavidArchie @DavidArchie u should go 2 a small cafe were u could get a english breakfast for about 4 pounds, im from the uk"
happy,@saraesse right on!  i'm 29 myself... i turn 30 in october. i think that pretty much makes us awesome
amazed,"Down the beach again, sea is really flat"
amazed,"@mayoberry mmm, athletic!!"
sad,"@underdog1979 Was gonna say, probably kill ya, serve the sentence and be living on the insurance cash by now.  You are insured right LOL"
neutral,"@adelgabot @maximph Let me check, Sirs"
happy,Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!
neutral,@kerri_louise yeah. like that
neutral,"@SwimInGelatin congrats, dreps! and good luck sa interview!"
neutral,@tyronevh Hope you've reviewed them on my site  http://snipr.com/hble5
neutral,"@ceeemmess hi cs, welcome to the twitterverse, if i can help with anything, just ask"
amazed,@mauvedeity Umm don't ya mean ship
neutral,@sxcgill Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?
sad,"So, what are you all doing? I'm eating crackers! Yummy. The unsalted ones of course. I only do salt in my caviar."
happy,out for supper tonight with kurumi in 10 minutes
neutral,"BTW, Happy Star Wars Day... May the Fourth be with you! ROFLMAO...yes, I know I'm a total dork."
neutral,"? today  and tomorrow at  taipei, anyone  free for drink?  http://plurk.com/p/rpgyy"
happy,@ComedyQueen Well.... you're not called comedyqueen for nowt - are you lol
happy,@jpallis001 John - more present than ever- even online  #edumedia09
happy,Tweetie v helpfully shrinks longer tweet. Brilliant.
amazed,Mount dishes have been conquered. Dish land is ours
happy,"Sittin at home, hellllllllsssssss yeah   Got the girrrrrl, the boysssss &amp; 2 mangy cats, this is a good time in my life.  Goodnight twitter"
happy,The new view out of my window  http://twitpic.com/4jbx2
neutral,@janole Oh cool! When is Alpha 1.18 coming out? Auto-connect was the feature I wanted to request
neutral,tino hat ne wii
happy,morning twit-friends! welcome to my new followers
sad,@ChloeCazRhi why thankyouu!
happy,Back in the saddle after four awesome days with @leeprovoost and the old gang  Will try and avoid a tweet flood after a long radio silence
happy,"BARA, BOOBS, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah"
neutral,@charavel @Zyote morning guys!
happy,"@andrewbravener Happy Birthday!  What's better than getting birthday greetings from strangers? Very little, that's what! (I kid!) &lt;3"
happy,thanks steph...must keep me updated when it's ur turn
neutral,"@bobbyllew If you had owned an *actual* cellphone, that would have been video, and called a &quot;QiK&quot;"
neutral,@dzschille You're welcome.
happy,@blondiepops oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don't have many pies on there
amazed,"had an answered prayer which caught me by surprise. LORD, you are amazing!"
amazed,@penelopeoverton George B Shaw apparently wrote 2000 words a day. Sure practice works- the more you do the more it comes as 2nd nature
happy,"@LovestruckxO It's simple for those who know how to use it hahaa, i'm glad you're okay  x x x"
happy,@IlseDeLange An elephant? LOL Try painting it from the back
neutral,@meanlion Night!
amazed,Ohhh Ladyhawke is on channel 4  I sort of have a thing for Rutger Hauer http://twitpic.com/4jbzv
happy,@dhughesy safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one
sad,Wtf why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/
neutral,dreaming &amp; thinking about my garden
neutral,@david_henrie  Can you do a shoutout to holland please ? You got a lot of fans here!
neutral,@NiaBassett oh that's Star Trek  going on the 7th already. Woo!
happy,"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!"
happy,Lil cuz coming round today she 5  aww  haha
sad,can't sleep throat dry as hell.. ugh ! still gon' wake up fabulous !
sad,"@Beverleyknight Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, xx"
amazed,no food in the cupboards... sent mum to Tesco
happy,@LLCOOLDAVE yeah they r. im going to their concert at the end of the month
happy,I am now following @TherealWill - One of my favourite actors!
happy,@spreadingjoy Hello there! Thankyou. I always seem to make a difference in  someone's life everyday.
neutral,@fromtheold I use NewsFire. Works like a charm
happy,"Wow...VirtualPC screen does not go black anymore in Win7 RC! Also, there's no NVidia driver crashing...I'm happy I did the upgrade"
sad,"@Zobi09 Haha yes I do  it's hard work, too! I didn't get home until 3:00 AM, not like I sleep haha."
neutral,so bored!!
neutral,@felicityfuller
happy,Done some positive affirmation now back to the Japanese yay for bank holiday Monday
amazed,"@jdennes thank you, you are my first follower"
neutral,"@quanvu im good thanks, may need you're advice soon as im playing with a new font of my own"
amazed,I'm so stupid! It's Star Wars Day!!! May the 4th be with you!!!
neutral,@deeyraa Nope  day off;
happy,"off to the land of pillows and blankets... mm, and the fan up on high... and did I mention the blankets? my favorite time ever."
neutral,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth
amazed,"@dizzycoolbabe  Im good ta. bit tired cos i've been wking all wkend but other than that, all good  How's you?"
amazed,We have a tour of students this morning: huge pick-up for Mothers day:speaking for a luncheon:100 planters to do: nothing boring here
neutral,@ladylaine18 i quite like God Save Our King too
amazed,"@DHughesy no your not  they are very cute, how you going being a daddy?"
neutral,Just woke up. Making breakfast
sad,shower time!!!!!
happy,"@OliviaPinupArt A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success"
happy,Jammin To Capital In My Garde  xx
neutral,@laurenredhead No problem! These boxes are _made_ for undernourished IT professionals
happy,A salute to Chapel Hill North Carolina. From SY  * ? http://blip.fm/~5jgj3
neutral,"@masterballerina yeah, I have revision to do, but gonna go starbucks instead"
neutral,Just got home from school. Doing assignments.
happy,@lccsweetme haha that's way cool! Good morning
neutral,@inyiyruma You're welcome
happy,"I'm finally going to bed, everybody.. whatever you're doing, BE BLESSED!"
neutral,@RachaelBlevins3 heyyyyyyyyyyyyyya
neutral,it doesnt matter anymore..U got to learn how to be nice
happy,Is in starbucks
amazed,My palms are itchy. Doesn't that mean something about coming into a great deal of money?
amazed,Extremely happy to see my new track &quot;The Awakening&quot; featured on Indivibe   http://www.indivibe.com/vibe.php?city=1
amazed,Jammin To Capital In My Garden  xx
happy,Just planted flovers in the school garden with my 3 yr old...VERY MUCKY but GREAT FUN
neutral,"Played with FontStruct http://is.gd/ejE uploaded to dafont, 16k downloads &amp; top of its category http://is.gd/wyyp Very wtf moment for me"
neutral,@katharotes We'll get hitched when you get here.
neutral,good morning
happy,"@Hannah_21Thanks, I'll keep working on her   @RoshiKK lol good idea!"
happy,aha @Sadie_marie my brother's wallpaper on his phone is Dolly The Sheep  aha i'm loling.
happy,kinda done trying. ugh. oh well it was worth the effort.   long day tomorrow. night tweeters!
neutral,@Matthewmartini  mmmm yes please
neutral,Jensara Swann is an Act-Model ~ enjoyed shoot with jensara and friends yesterday   http://myspace.com/theveilonline
neutral,"JONAS BROTHERS - Live to party.                It's rocking so hard     I love the song,"
neutral,@TalindaB Hey Talinda  How Tyler slept this night? My nephew is now 4 yrs old and he stopped naps from age 3
happy,enjoying my Bank Holiday  Just had a meeting with the real estate agent who will offer our Amsterdam apartment for rent
sad,another week starts
happy,just watched that  new T-mobile advert on Youtube.. i love it  &quot;hey jude!!!!!!&quot;
happy,"@Jason25329 yeah well a deadline is in T-9 hours, that's architecture for you, oh well... mmm that coffee sounds like a good idea"
amazed,"I've been losing myself into too many Taiwanese dramas.... ????, ??????, ????... this is not good. XD But Wu Chun! Eeeeeee."
neutral,Got a lot of things to do hehe daya sa mga walang ginagawa
happy,@Dannyvan I googled &quot;engagement rings&quot; &amp; this is the EXACT ring i want.it was the 1st result too  *sigh* love it.http://twurl.nl/jaq5j4
happy,exams. thennn some sexy time.
neutral,@judysteapot yup - working away hard! Busy busy busy
neutral,@MiDesfileNegro Perth Australia
happy,@paceyy Yeah I know  Things would be so much easier that way. I'm bored the boys are playing tekenen (I can't spell it)
happy,Happy Star Wars day! May the 4th be with you!
happy,@deanomarr Italy or greece for me  Love Italian men hehe ;)
neutral,@julesfm I know - but there are loads of others left
sad,This weekend went by way too fast!  On my way to work with David Archuleta in tow.
amazed,IE8 nearing 6% according to my stats. FF 3.0.10 adoption rate amazes me
happy,I just got home.  i bought twiggies and a toothbrush that promises to make my teeth 60% cleaner. - http://tweet.sg
neutral,Now I remembered the password
neutral,doing more uni assignments
neutral,@egstrup nice
happy,@gozinepetter love the song and liked the movie
amazed,"@michelleer well to me it's summer when the cricket season starts actually  and yeah, so do i. but only when they have sparkly wings"
neutral,"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me"
happy,@TReiz I do. But still... twitter.com/monicafrancesca to see Gino in drag!!! @monicafrancesca and @ginoboi. this IS fun!
neutral,"@JofArnold aha, so that's you.  I've been meaning to take a look. Looks cool. If you could just get a pool in there"
neutral,now twittering
happy,@megfrancesca really was the best night ever
neutral,@triplejsr A little 'Chair Lift' tonight would be muchly appreciated
neutral,@souljaboytellem gooood night sweeeety
neutral,"@PJPRI Just go near a hive, they'll tame you!"
amazed,net .. net .. net ..  hmm. bad weather .. weird summer!
happy,@dannywood Good Morning! Hope that you enjoy your run &amp; gym workout this morning. Can't wait to hear some of your new songs.   &lt;3Pennie
neutral,hey  backz here. school again. its rly boring but yeah
happy,@bobbiehouston haha that photo is too funny! I hope he wasn't disturbed by passengers too much during the flight
happy,Joining twitter! Just added a random person
happy,Happy Star Wars day
neutral,Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep
neutral,hah.. finally got home...
happy,"Hurray! &quot;Summer-time&quot; starts today, meaning I only have to work until 4 pm, instead of 4.30. Until August! Yay!"
happy,@aquapunk @_Mintyfresh Thanks very much!!
neutral,&quot;The Complete Black Books&quot; just arrived ... looking forward to some entertaining #tv nights!  #dvd
happy,watched 17 again. sooo good!
happy,a sunny day brights up the day!
neutral,just finished eating
neutral,is trying to find a profile picture that isn't too big!!! and loving the Hills marathon on MTV
neutral,@dfflanders Looking forward to android 1.5 being pushed to the G1 then?
neutral,@rahulgoyal1986 I do have one coloured one on my leg.  Its a butterfly filled with colour!  x
happy,ive spent a lazy day today finding some interesting people to follow  its reinforced the saying... it takes all sorts of people ...
neutral,"Yeah, I made the python conversion script for the Provider's extranet in 1 day (3 expected). A way to promote #python at #jcdecaux"
happy,In London! Off to do the tourist thing!
happy,I just eat a reallyyy good ice cream!
neutral,new to this shiznaay
sad,Mentally exhausted.  A cuppa right now with almond biscotti would be really nice.
happy,"@phoebealice_x when my brother is 18, i will have moved!"
sad,"Going to group therapy session, can't wait to spill my guts... Ha ha ha"
neutral,welcome @MaxShrem ! since it seems you're interested in cheese I hardly suggest you to follow @surbir too
neutral,"@alittlelesskaty Hey, u like FOB 2! Follow me, luv 2 talk more, looking 4 frineds + followers!  ~Ellen~"
amazed,@oriSTUDFARM very impressed
sad,@abeen good question. Nepal PM declaring to resign and actually resigning is two very different things .
sad,@bwhips Good to know I'm not alone in my confusion
neutral,Listening to the simply awesome Ratatat on a bank holiday monday before a BBQ later  http://bit.ly/gJqSh
amazed,Great new directory on Babysitterdirectory coming soon!  And its a directory with a twist.  All will be revealed next week!
happy,Okayyy  you can read it to me cause then I'll feel special haha.
neutral,On my way to the airport! Headed to NYC
neutral,"@jaybranch You too, remember the kids' grenades will go off again as soon as you've tidied the house"
sad,"@se7en.up cï¿½m on anh  ko the chiu no~i noi nhï¿½ Tifa roi :-D, thang Cloud danh dam gi mac ke no :&quot;&gt;"
happy,@miafreedman you looked gorgeous last night! hope you had a HEAP of fun.
neutral,And in the Animal Action Area... Ferret Racing
neutral,"@phoebealice_x Haha, You sound like lizzie :L she's got a sister who is older than her, and she's like argh :@ all the time"
amazed,"@kadambariyer wow, I see a Mr.B obsession in you!!"
happy,wow my weekend was pretty fucking epic  grr school tmrw ;'(
happy,@Doc_the_BigMan hey! Ive never caught enyone on live before!
amazed,One year with Emily. WOW!  (L)
neutral,Recording new songs
neutral,voted for @taylorswift13 on CMT.com
neutral,having a lazy day after a very alcoholic wk end!!
happy,From ME and no one else! Muhahahaaaa! Well maybe Jesse
happy,"@cetras lol, anyway ni shi wai guo ren"
neutral,@iHolleeee well now i do
happy,"@bertgoethals Cool, I used to live 5 houses to the left of that place  Always something going on :p"
neutral,"Done e-mailing. Loads of e-mail came in in the past days. Now need to do some follow ups, this afternoon working on two client projects"
neutral,shop then work time  see yas laterz x
neutral,Burning time at wacha
sad,@nptnmkiii so many rules - you expect people to be human and have a pic.  pfft.    good morning.  welcome to another Monday.
neutral,"@mathewhulbert  Now there's a question for 140 characters   One of history's great unanswered what if's, I would say"
neutral,http://tinyurl.com/d53dmn     mcfly parody by chris moyles xx
neutral,@omarabid I was born there
amazed,omg himym! one of the best shows on earth
neutral,@DesignerDepot this is a nice collection
happy,"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!"
sad,@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family
happy,"@_elj OK nice one, cheers boss.  Am liking the lack of FCS today."
happy,"@missdaisymusic is ben! got yourself a twitter, good work"
happy,"Up, I slept in till 11.02 !!! Shooting a new vid today"
neutral,"@sapphiresmoke Welcome, found her yesterday by accident."
happy,"i'm in the garden. Making pictures, weed an sweep. The weather is nice!! See you l8ter people!"
amazed,"When you think about it, the way God works in tremendously, amazing -- He made it possible for me to get my card holder that I lost back."
neutral,going to shower because i don't want to smell at school tomorrow
happy,cant wait for thursday!
happy,@charavel nice! now gimmeh some nice stuff
neutral,watching a gossip girl
neutral,@algo81 Yes I think it's safe to say she is at the same popularity level today as always.
neutral,"@vic2slic doing pretty well, up and wide awake"
happy,@Cocodemerusa Joined you on facebook!
happy,@Mizz_Trouble my pleasure sweetie! Lookin forward 2 gettin 2 know u
neutral,@pandemicz yes
happy,"I am back from my weekend getaway! Energized for another week, bring it on! lol"
happy,"@DavidArchie Hey David, I'm wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!"
happy,"happy bank holiday monday twitter! bath time, spring clean, movie marathon , lazy day"
neutral,@OmariOfficial qood morninq
happy,@themanwhofell compliment taken. Thanks. Key is to be yourself
happy,yay back at home
happy,"Hi Charlie, thank you for following me! Nice to know there's another Ollmann in the new world..."
angry,is downloading new fonts . again  http://plurk.com/p/rplkr
neutral,i just reading a magazine
happy,Apparently it's #starwarsday
happy,100 Followers  Bom Dia!!
happy,Is getting more and more excited about thorpe park tomorrow
neutral,@andykemp one of our governors is one of the directors of the company
happy,Happy Bank Holiday
neutral,Use this link to start earning free cash http://tinyurl.com/coboyf  Just sign up and get paypal cashouts of minimum $1  !!
neutral,http://twitter.com/djc_yana ~ yeah. haha! why?
neutral,"@RainyCityLove Oui, I figured that since its a day off, I'd better start brushing up on my french; so far I have learnt Bonjour and Oui"
neutral,The path to Liberation is clear when you Realize--when you truly comprehend--that YOU are the architect of your Life.
neutral,@lilymcnee  Your welcome
neutral,enjoyed Country Style Mince with Mash for dinner &amp; is now drowning it in 2006 Nussdorfer Herrenberg (Produced &amp; Bottled in Germany)
happy,@pattidigh we are all so proud of you! I am seriously thinking of joining you next year. Got to get training
neutral,@DHughesy no your just experiencing the joys of parenthood
happy,Finally was blessed to see the MOON
neutral,"@DHughesy nah, you're just altered forever   Enjoy."
amazed,@jonasbrothers http://twitpic.com/3bnas - Can't wait to actually hear what he's playing  love you Nick x
sad,@sparklethots love that birdy nest! though i already got us another kind
happy,"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you"
neutral,"morning world, is raining 2day so revision don't seem so tough,"
neutral,"uup  morning, off to school. see ya xxx"
neutral,"FINALLY FINISHED MY FUCKING FILM FINAL!!!  (Well, all except 1 part, but idk how to do it....) :/"
neutral,@BraeScotland May be back later...hope you have a good day  Byeeee xxx
happy,@PembsDave Hope you're having a relaxing day. I feel so laid back I can't stand up
neutral,@Andrew_Johnson: have a good night
neutral,"everybody look at my new profile picture, just click it on my profile"
neutral,There are some great honey based recipes for you &amp; the kids to download  at -  http://twurl.nl/ltlny8 - Join in the fun for honey week
happy,Time to snuggle up in bed with the electric blankie on
happy,"Nothing like 10P to kick-off the Bank Holiday, dig the haircut Luke! Next stop...Selfridges"
happy,"@lollipop26 that was a really good interview to read, really enjoyed it  x"
happy,"is listening to Sunlounger's music, waiting for the sun to set."
happy,"@christhesoul well doesn't that look fab, even if I do say so myself!"
neutral,"is starting her pre europe diet today  goodbye midnight snacks, goodbye iced tea, hello momol. HAHAHAHAHA! http://plurk.com/p/rplpr"
happy,is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend
happy,Happy Star Wars Day  - May the Fourth be with you
neutral,@sera_bishop  sez need to get u to look at my flights again  will email ur work tonite
amazed,"@brettdennen 'discovered' you at the fray last night, nice music. then saw your vlogs. really, so whack."
happy,@fromlucy thank you dearie -- I just followed dome of them on there too!
amazed,@laurenceobrien Thank you  xo
happy,@keza34 @ComedyQueen morning
happy,Don't we all love bank holidays
happy,Needs a yummy breakfast after her shift
neutral,Download movie  Notorious http://tinyurl.com/d2u4gs cool #movie
neutral,@KNUSEE *hugs* listening to EBTG &quot;Each &amp; Every One&quot; perfect for public hol Monday morn with cuppa T
happy,Having a pj dayy.....Doesnt happen veryy often
neutral,"@alandavies1 Raining in Belfast too - and I promised myself I would clean my windows today.  Back to bed, then!"
happy,@taylorswift13 WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove&lt;3
neutral,"Morning Beverley! youre like a breath of fresh air on twitterland, have a good day"
happy,Came back from Bishopstorford! Went to my Aunt's wedding party by the way. It was fun! I got to see my cousins again after about 3 years
neutral,@logoholik a pleasure Bojan
neutral,@iamjonathancook must go to strawberry fields!!
neutral,"@JennaMadison Dinner done, shower done, now time to chill with block of chocolate"
happy,"@Cyberwest thanks for that twitpic, sure made me laugh"
neutral,@Katisha_Honi Might be cute to do a little picture book called &quot;The little book of boring&quot;
angry,"So, what's so great bout your so called 'wonderful love life'?  For god sake, W-A-T-E-V-A!"
neutral,The work got me back.100 percent monday feeling
happy,@BeMeaningful thanks for FF wink
neutral,"@memesijaitort thanks, I will send you a photo of my first."
neutral,Y am i still awoke @ 5:12 a.m
neutral,@benzoenator I'm sure @PeterBlackQUT would know of more
happy,@tomfelton http://twitpic.com/2dmtn - I saw this pic and it reminded me of you in Anna and the King.. so cuuuute little fella
neutral,Im cleaning out my closet!  ahhh...
neutral,@TheLonely California
happy,i am kind of excited to go to school today. i dont know why. hopefully it will be a good day
happy,Pretty happy with how things have changed over the past 2 months...definitely for the best
neutral,productive day 1
neutral,"@pjaficionado  what can i say, i am a creatur of night, hmm, should be dne soon"
neutral,@Wolfie_Rankin  I know! a whole different meat pie back then
neutral,@stevencohmer -iv just added u as friend on youtube
happy,Ideas gallore!!  Rock Opera FTW!!!! Yes tweets Kayleigh and I are writing a rock opera.  For more info email us: CoatAndKay@hotmail.com
neutral,is saving up 'till HK.
happy,FINALLY DONE WITH MY PROJECT !  now its 3:12 am  haha goodnights ! &lt;3
happy,"@Wookiesgirl I was thinking, &quot;I never see her tweet.&quot; Well, duh - if I don't follow you, I can't! Now I can."
