emotion,content
happy,"@Cohoons_World LOL! poor cubbies! brewers on a roll?? my rangers lost, but my Leafs won!"
neutral,@ChristianIvan Don't try too hard. You'll draw a blank.
neutral,"@NightShade10 It'll be worth the wait, I'm busting a gut here."
neutral,"@NoahBond Good Grief! I can't say much, I was driving home from Martin through IKE last fall. Be interesting to hear what he says!"
happy,HAPPY MOTHERS DAY TO ALL THE MOMMIES
neutral,"Ugh im so tired and i hardly did anything but play with my niece, Im goin to bed Goodnight eveyone! &lt;3"
neutral,http://twitpic.com/4wf30 - EEEEEEEEEEE!!!!! IT CAME!!!!
sad,@jlskowro @jennsquared will have to wait on the recipe at Simply Recipes.  Sorries!
happy,happy mothers day. ekin sayang mak!!!
amazed,"@pursebuzz They do! Lilash I'm guessing, right?  Oh and what camera are you using? That is insane quality!"
sad,@_writersblock_  I'm having a bev by myself too. Sometimes you just have those kind of days and you need to relax
happy,Fuzzball is more fun than Mother's Day  http://tinyurl.com/dhpol7
neutral,Oh tonight... Looking forward to it
neutral,Back home! Feels great sitting in front of moi desk's 32' LCD
neutral,just got back from skating. Hanging with James
happy,"chatting with some of my old classmates, hellyeah fun but we have some of very weird conversation haha. @dyankaaa hello? bbm lo error ya?"
happy,@kluless65 I am doing fantastic JJJ!  You? Doing your questions already? teacher's pet!!
neutral,@CandyCotonCrush
neutral,@cookie_crumbles all the best for art attack. thanks 4d follow
happy,Just got a bunch of presents in the mail from my mama! So excited to open them on my birthday... 3 more days!
happy,just got back from cheescake factory boy oh boy are my guts stuffed
happy,"@MichaelNi Ooh, I love sweet potato fries! We should definitely go."
amazed,just met Sarah Kelly... wow... she is an amazing woman of God!  and she gave me a free t-shirt!  gotta love free merch
neutral,Prom's over. At denny's now  with katie and kelly&lt;3
happy,Very content with my life at the moment
happy,"A little happy for the wine jeje ok it'sm my free time so who cares, jaja i love this day"
happy,@misscruisette Glad you like!
neutral,It is mothers day somewhere  http://tinysong.com/koV
happy,@joannarobbins You are 'spot on'...I wouldn't tweet without it!! Thanks for your share tonight.
happy,@casndra okayy mail me thenn  Lol im hyperrr too much candy &amp;&amp; Jello x]
happy,"@Desert_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!"
amazed,okay im happy again  i watched the second episode of jonas on youtube. i think tomorrow my family is going to olive garden for mothers day
neutral,@musiclove18 the end when they sing this is me and when they sing play my music
neutral,@Flutechick728
neutral,"@insaneboingo Oh, he's hilarious. I'm just commenting on the fact that he's there so much."
amazed,took the most amazing power nap ever. now its starbucks time.
happy,hungraaaaaaaaay. i'll just eat. don't go away Twitter! @whatchandrasaid LUNCH.
neutral,Tweeten Out  Tix deals for NKOTB 5/28 Was $43 NOW *$38 http://tinyurl.com/NKOTBTweetenTixsDeal &lt;-or other SEAT Prices /NKOTB Dates
neutral,"@Cryo ahh, that would be a good reason.. Heh hope that goes well hun"
happy,@PrinceJamir thanks for the follow bro!
neutral,"going to shibuya, meet my mom, get my contact lenses, then shinjuku"
happy,@james_a_michael CUTE  thanks for sharing! AND PLEASE Direct Message ME before you go to bed James ;) ;) you know you want to!
neutral,@JackAllTimeLow oh mannn i'm gonna be there tomorroww
amazed,@bobrules94: haha i know  it was super easy too. i sat at the toy counter and gave kids what little toy they wanted with they're tickets.
happy,Roxy was right. This palmade stuffs pretty cool
neutral,@ Sly party enjoying life  partying tonight.....maybe?
happy,Hi this is http://gayorbispace.com We hope everybody is having a safe &amp; fun weekend
happy,Thanks Synn!
happy,@AceArtemis7 well nothing. I can give you a pen.
amazed,Ready for tomorrow. My mommy will get her gift for Mother's Day. Hope she LOVES it!
happy,Just got home from dinner with my mommy and my new grandma. I'd rather be in Hollywood right now
neutral,"just got home, talk"
happy,Art show at dee's place!! Woohoooo.
happy,"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it"
neutral,@PaulReid and sorry that sounded like a 13 year old texting!!! Just tried TweetShrinking built into Tweed Deck  Just another cool feature.
neutral,watching Destrey videos
happy,Fun webcamming with caroooo
neutral,just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way!
happy,"i had a dream last night, and i was singing  first avid dream of myself crooning away!"
neutral,"i'm defying gravity. and nobody in alll of oz, no wizard that there is or was, is ever gonna bring me down"
happy,http://twitpic.com/4wff3 - Got these pretty sweet stickers from @refyousuck
happy,"@bbelle_ yeah, just knew him because of your link  HE'S COMPLETELY AMAZING AND HE SINGS PHANTOM!"
neutral,&quot;The truth is hiding in your eyes&quot; @patita @MissMarian  Paramore ï¿½ Decode @Daninho502  ? http://blip.fm/~5ytke
happy,I am soo happy! Thank you baby for the best 1095 days of my life
amazed,"@defeated possibly! NyQuil will get me through tonight though  Doctors Monday! (I hope for the swine, just so I can be on google maps)..jk"
neutral,Just had mothers day lunch here  http://twitpic.com/4wfeo
happy,@barnaby3 I saw them a few on this tour a few months ago in Boston. So good! Glad you finally got to see them
happy,@oliviathiem thank you. We had a blast
happy,"Good show, sleepytime. Goodnight moon"
happy,"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don't drink kids. Goodnight"
neutral,"Got caught in the rain with about 7 people  Now, probably just gunna watch Smallville till I fall asleep"
happy,Korean music festival &lt;33 i miss you ): Hahaha sexy time ! (: &lt;3 Can't wait till SHINee ! LOL !
neutral,Saw Wolverine last night
neutral,@alaksir Thank you for the FF
happy,love it when jonas brothers are in the trending topics. maybe taylors turn next
amazed,Leme put this bottle of ciroc in ya..Baby i can make you popular!!
amazed,@LoriGama That wouldn't have happened if Ravit hadn't asked me. I met her thru a Twitter friend in CT. Love social media that way.
neutral,Drinking and smoking is very bad.---but im grown tho
happy,"exhausted, sore and sunburnt. but I'm really happy"
neutral,@mnmissy you should do an # for the safesex topic
neutral,"@boagworld   In effect, your podcast IS the audio version of your book. Isn't it? (plus, it has the added charm of banter  )"
amazed,@mahhsaayyy imagine i would say&quot;bitch!&quot; lol if i were ma d! haha but im not cuz ur cool
neutral,"@etafish my grandpa called, wants to know what you are doing with his hat.. and when you plan to return it"
neutral,nature has just called me  BRB
happy,Happy Mother's Day to all my fellow Montreal Blockheads who are moms  I'll join the club...one day! LOL
neutral,Tired even though i didn't do much today. glad we got to catch the second half of the cavs game @juicyjesso
amazed,Jonas brothers concert  was greaattt
angry,@Buddy021193 i hear you.. it pisses me off haha
happy,Just starting integrating Twitter with Forexforums.org ... looks like a great partnership!  I welcome all to our chat room tomorow all day
happy,Happy Mother's Day to all you moms out there
neutral,"was in Palawan a couple of days ago, i'll try to post pictures tom."
neutral,@felipeUbill conectese xetitooooooooo
amazed,"@edenriegel Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!"
happy,"Finishing this giraffe, then getting some sleep. Super excited about tomorrow!"
happy,@kelsie_marie1 hey beautiful whats up?
neutral,"@MalaReignz Thanks, Enjoy your dinner tomorrow"
neutral,"finals tuesday and thursday, home friday"
happy,@arielm27 Happy happy birthday
neutral,FO SHOWWW
happy,"@ocell great to hear you saw Slumdog Millionaire! And yes, that's a Bollywood thing at the end"
happy,@shufflebite im gunna juhs so its another way to talk ta yu  &lt;3
sad,@David_Henrie wat do u mean by killed it  and yes im sure lady gaga did do awsome
happy,craving a king sized snickers
happy,"Tomorrow is Mother's Day! What did you get for your moms?! If you don't have a gift, just tell her that you love her."
happy,@IlanRubin Freaking awesome job tonight! You seem to really be having a lot of fun. I have some pictures I wanna send you..
neutral,"Melbourne - Toyota - Coaster - 1975 - $14,950  - new ad received and will be posted on the HCC site soon"
neutral,in faa thaa night  movie night?
amazed,The hair looks sicckkkk.  Happy mothers day to all the mothers!
happy,@yfeandipoo I'm sooooo excited to see you also love.....let the craziness begin  7 daysssssss YAHOOOO
neutral,sassy grandma's make for a pretty awesome mother's day dinner!
neutral,Sitting in the KAUST offices. Sun is shining and surrounded by busy people... ace
happy,Went to friend's house to watch some good old season 1 episodes of Supernatural &lt;3 Damn I love this show soo fucking much
happy,"@ssnape Yes, though perhaps I wasn't thinking. I like vague. It seems a popper term for you."
happy,"@Gilamuffin Sounds like a good time, very nice of you.  Did you see him, when he played at the Rio or Aladdin? I've seen him live, 3 times"
sad,Hi Everyone miss me much?  muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ;)
neutral,"Coldstone with kayla and some fat guys, but she is all that matters"
angry,@PirateTimmy hopefully it don't go that far  sometimes I feel like renouncing my roots
happy,@BoyceAvenue hey guys it's leann. . i dont know if you remember me but i just wanted to say that i'm very excited to see you guys go far
sad,"@mortuaries your tweets are making my night, bb girl"
neutral,Goodknight Twitterland! Happy Mother's Day to all you blockhead mommas! Have a wonderful day!
neutral,@rhib62 I am now cleaning
sad,I just watched my favorite movie &quot;A Walk to Remember&quot; its so romantic and sad i just love it
neutral,@MyPreciousKid - i can do &quot;Nana&quot; or &quot;Nana Rocks&quot; for you in rhinestones &amp; do printed onesies for them &quot;my nana loves me&quot;
sad,"&gt;&gt;Why did the Blonde Keep failing her drivers license test--------&gt;&gt;&gt;&gt;&gt;Everytime they stopped, she jumped in the back seat."
happy,"@robdyrdek my husband wears the same shirt all the time, think you can send some of that this way??"
sad,@mamacapps  Know I'm not the only one.  Just harder on me.
neutral,going out to see star trek   be back in a while
neutral,Bai KT and I have decided that at my Disney wedding we will have a parade and a mushroom trampoline float that KT and Bai will jump on
happy,@ChesterBaker Really laughing out loud! Seeing a limo in front of MacDonalds is just to funny!
happy,saturday night live is amazing &amp; makes me laff lalala  i will always love this show  timberlake's sketches are always funny &lt;3
neutral,@melbelle2805 I absolutely LOVE you.  Thanks
neutral,@msmissy two. Just going to visit someone
neutral,used a spare USB flash drive as virtual RAM for my PC. now its got 5.6 GB of memory
happy,Beautiful day  Northwest River Park for Mother's Day then movie night. Church tomorrow is going to be insane! I can't wait
neutral,@mojustice I've heard this fall. I'm waiting too!
neutral,"@jordanbartowski I'm the same way, but with Backstreet Boys. I remember gasping when they used 1 song on Chuck  I was like O.O OMFG NO WAY"
happy,@CARAciao haha :S i started yesterday my dad helped me so much!!!
neutral,@Rove1974  I just tried whispering your name like Justin Timberlake does.. it does sound sexy
happy,"@LaniNicole Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo."
amazed,"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better..."
happy,@iamchrisc haha  cute. ps thanks for the reply made my day haha
happy,Star trek was SOOOOO AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Spock and Kirk were hillarious!!!  Im seeing it again. sooon.
sad,DUCKED OFF! I'LL BE BACK IN GA TOMORROW.
happy,trying to figure this twitter thing out!   I'm quite excited about it
amazed,@greenatelier awww wish I was there! Have a brew for me B!
happy,"Barack Obama is a legend, just watched his dinner speach, it was pretty funny"
happy,@m1dnightc1ty I do too!! Sounds interesting
neutral,"@Alonis lol &quot;guys in their wet suits&quot;, I should go to the beach and view girls in wet suits"
neutral,in about 30 minutes Happy Mothers Day to alll the amazing moms out there!!!  going to bed!!
amazed,@fiyahlilly Nice we didn't see the fireworks but we sure heard 'em
happy,playing 20 questions with Chris
happy,@danielradcliffe Sunday and Mother's day!
happy,Looking forward for orange juice and fried eggs and cinnamon rolls tomorrow morning!!
happy,had a great night with friends
amazed,STAR TREK WAS PURE AWESOME! LOVE IT!!! &lt;3333 @elwhite It was so great seeing you!
happy,@MissJia  Word. Yayy twitter after dark lol.
neutral,This is about as close to Brooklyn as I usually get  This neighborhood has changed a lot in 15 years.   http://twitpic.com/4wfr4
neutral,@CuteMadeleine You have a DM amigui
happy,"Baking experiment results: delicious, very sweet, very rich.  Almost too sweet."
neutral,"@misterperturbed You saw that fraktastic zoidberg painting that was tweeted around last week or so, didn't you?"
happy,@JonathanRKnight awww such a sweetie. hope your mom has a wonderful mother's day too
neutral,@Bia_Loves_NKOTB yup...as always....wonder when me and V will ever come back to Earth...getting kinda comfy up here
neutral,"@iamjonathancook how old is jonathan jr? I've got four cockatiels, they're two years now"
happy,Sturday night live
happy,@JonathanRKnight you &amp; chicken soup &amp; I'll be good!
neutral,yard house too packed. Three people deep at bar.... went to pf changs....got right in
happy,@LKnerl yes we must I had so much fun at SXSW with you guys  PJ party in my room
happy,@CloverandBee YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!
happy,"@kellykleinwi okay, thanks!"
happy,"Watching SNL. Awhh, Chris Pine is a cutieee"
happy,"TodaY was better. My Panda can eally cheer me up. I dont know, I am Happy, Like the legit happy."
sad,"I work all day tomorrow, followed by a date with tits, So Jayden and I gave my mom her mother's day gifts at midnight. She cried."
neutral,"Yo! Its moms day today, so do it big for mom dukes  and behave!"
happy,Ok all have hit the point of relaxation.. heading to bed  sleep well and Happy Mother's day to all you Moms out there!! Night
amazed,Happy Mother's Day!
happy,@bunnyrenee thank you
neutral,"@garretjiroux Yep, I'm more of a facebook person  http://bit.ly/duFAz"
neutral,Is watching the cat in the hat
happy,May 10 is Human Kindness Day.
happy,Just finished down loading AIM6.9 and guess what! I can get updates from Twitter on it!  Message me at: i am katie arttt
sad,HAPPY MOTHER DAY TO ALL THE MOTHER'S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...
neutral,"@metodico &quot;organization ...ITIL, forget about people (and so they fail)&quot; preaching to the converted  IT is the people http://tr.im/kWUA"
happy,Fun is being had.
happy,I think I would be a good radio dj...I like awesome music and I have a great personality!!!!  ;) !!!   !!!
neutral,"@akpolegirl I'll be right over, save me a slice"
neutral,@DRob23 ya i did i seen all them but Robert
neutral,"@Cassivellaunus I'm sure the Mrs. will follow when she gets comfortable on the new computer, may be a while  #hhrs"
neutral,@Ihnatko Huh. I'll have to try that (for no other reason then just to try it
happy,making german apple slice  nom nom nom
amazed,@brutejonny works fine to me
neutral,@tldavidson thanks
neutral,going to into freo today with the mother
neutral,if aint Bee then it aint me...ya heard me?  {this for u keemie}
amazed,@Miss604  okay for your Mom and My Mom too!
happy,Thank god for Starbucks
happy,@GoodNightIrene Thanks lady!!
happy,@Clara_miss my best friend won tickets to see them from kiis fm!
amazed,@janessapunani concert please explain? im intrigued
amazed,"@AlFerretti Uh, yeah.  Totally.  But then again, I am in real life too, sooooo...."
neutral,@JoeJonas1Fan1 heyy.  how are you?
amazed,@xVOJOx I didn't know you had a blog!!!  That's so awesome
neutral,Gudluck to @Sickamore @richhil !!
amazed,@Stacilynny Its tomorrow!!!!
happy,Working on our baseball fundraiser  Get 10% percent off Platium or Diamond wedding package if you let us know you saw us on Twitter!
neutral,@rayvinhsu welcome to win 7. I am sure you will like the new OS but if you have any issues do feel free to ask
neutral,@daStasia everyone says that
happy,@abiFACE thanks for havin us overrr!
happy,"@JonathanRKnight hey babe, happy to hear from you again on twitter  the today show was AMAZING!!"
neutral,@katyperry i think it's under a honeymoon by the good life -- either that or it's under a honey moon by joseph arthur.
sad,"@howardlindzon You're such a kiss ass   Looking forward to central, mountain and pacific mother's day tweets.  Don't forget about PEI"
happy,I had so much fun tonight!! But i am soo excited to get home and go to sleep
neutral,@heidimontag - absolutely loves it....  u r too many things!
neutral,"Well, enough mushy family talk. To bed I stubbornly go."
neutral,Movie night with kate
happy,"Prolly going to Jamba Juice in thirty minutes , shop for awhile then hit the airport and see my daddddd."
happy,Choir banquet was more than I could've ever dreamed.   I'm so happy! Now after party at Lauren's!!!
happy,is about to Camp Rock with @meltrev &amp; daddy  YAY!
neutral,sheboygan / teekay / other kids / fight / angus / ryan / mall / mcdonalds / high / party / beer pong / drink / drive home. fun night
neutral,sleeping in my own bed tonight... at home!!
happy,fireworks @ KBOOM concert... second best I've ever seen...preceded only by last year's show 2008 &lt;sigh&gt;
neutral,@penguinm That comment was just to ..well you know...to not reply to it.
neutral,Tapit:E446WWHLLYAR TK3H6694PRMP 9R46TAHXEFKT please @ reply me if you win! Thanks!
happy,"@whiteangle We held out, Japanese people were making origami animals for Darcy   Had a great time, amazing place!"
neutral,@dpocza I hope to take you on that offer one day
neutral,In walmart getting a mothers day card with every other procrastinating guy in chattanooga  slim pickings but got a good one.
happy,maybe he could drill a hole in me?  LOL    OH SNAP!  (sorry couldn't resist)
angry,"had a kickass day full of Seaworld, retarded 15 year old guys, and X-Men Origins. Win day?"
happy,"Ok, 4 Star Trek fans have given the new movie good reviews  getting very excited!!!"
neutral,@Bluewolf2072 thanks
neutral,@DizzyDezzi You needed to watch the White House Correspondent's Dinner. That would have cheered you up!
neutral,is a college graduate
neutral,@CLINTIRD she will
sad,"@profitfu wattup bro, hows it going, i see ya twitter is kicking butt   JV http://twurl.nl/ogzbdl"
neutral,listing to music while putting the finishing touches on my mothers day present and the cool part is it didn't cost my a thing
neutral,@oiram16 orralle.. have fun
neutral,MOTHER'S DAY LUNCH
neutral,@djsleeper u in sd this weekend? Lets grab some tacos tomorrow or somethin if u free
neutral,@accidbrrittanny lol hey
neutral,@mmuhlig24 that's cute.  mmmk see you in like 5 minutes.
happy,"Will be going to Indiana Baptist Sunday, Pray for summer missionaries..."
happy,@LeEyecandy hahaha. I think you're pretty far from me. Maybe next time though
happy,"@gemstwin Granny, Linda will be happy."
neutral,today i get to sleep in!
happy,thinks castles are fun
happy,"@MsKnitSox thanks amy, its full of hotness"
happy,HAPPY MOTHERS DAY TO ALL THE MOMMYS!!!!!!!!!!!!
happy,Drinks &amp;&amp; din w/ Amy and Lori
neutral,@aeakett And who says I wasn't just muttering to myself?
happy,"Welcome aboard to 5 new followers  Thanks, I'm honored."
neutral,"I can't believe how many people think it is great that I passed the quiz, &quot;how blond are you?&quot; on Facebook.  I am very blond!"
neutral,"Star Trek in IMAX  with Kojikun, seastar, Brian, and George."
happy,had an awsome salad! I recommend getting the Spicey buffalo chicken salad!
neutral,Well that was a fun evening
happy,omgoodness FINALLY back from dinner with the fam bam!
happy,NITE PEOPLES!!!!!
happy,Today is not lost
happy,@Jonasbrothers It is absolutely incredible. It's official: My FAVORITE JONAS is FRANKIE. He is the man
neutral,The Barry Gibb Talk show!!!!!
amazed,"@VSchlesinger Hey, look who's on twitter   Very kewl"
happy,another fun night!!  chilled wit my homie @ green turtle n the park....good times...good times.
neutral,"@ScottATaylor Well, there is THAT..."
happy,@remzology it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.
neutral,Goodnight and Goodbye ?
neutral,@resofactor I agree completely
happy,I had a GREAT night with Justine and the boys and all the westconn people I met tonight haha
sad,"@JoWork oh, she gon com back again.........AND YO' AZZ BETTA MAKE A VID ABOUT YO' PROM BOY"
amazed,"@lazakesau &quot;Graverobber, graverobber, sometimes I wonder why I even bother..&quot; Have fun tonight!"
neutral,@NoopDoggNatasha Fanbase is a code word for something very special to Anoop. Very personal..and special.
neutral,@EAJosh Who did you hear that from?  But if thats true. I am right her!!!
happy,@Merlene Cool! You're in the 5-figure-Tweeter Club.
neutral,Shakedown Street!!!
neutral,"@picsiechick I haven't ridden on dirt for a year. Hate single track, can handle double track, slow."
neutral,goin ta bed now!   goodnite jessica
sad,@Aroundtheus  cheers!! ;)
neutral,@KrustyCanuck Time for some Halo3 then?
happy,@HilHolla have fun on flashy fed hill..im sure you're imported cheeto eating ass will fit in lol
neutral,Amazing day!
happy,@freshalina @itsmeAmerie Hey everyone! I just mixed the first single....!  &quot;Why R U&quot; ...I'm sooo excited!
happy,@kimberlynicole Yay!!! I'm so happy you got to meet her!
neutral,going to bed cuz i have to get up at like seven thirty or something tomorrow. today was actually not that bad of a day.
neutral,@TravisGarland make sure you call yur mother &amp; tell her how much you love her. Tell her I love her for bringin you into the world.
neutral,"Going to bed. Today was another good, if uneventful day."
happy,"@XKirstyxo haha  I love Dnt Regret It Now with Tyga &lt;3 But just randomly, DeLeon sings on Tifanny Blews! Haha like one line.. XD"
happy,"@ultraviolet10 the only thing I know about star trek is the joke from tina fey's twitter, &quot;may the 4th be with you&quot;"
happy,What a great night.
happy,http://twitpic.com/4wgoi - At bus boys and poets ordering medici and white chocolate banana bread pudding @kspidel!!
neutral,@smiley49 I did the same thing in NOLA
happy,I love my job. getting some REAL sleep. Icing the birthday cake in the morning!
happy,http://twitpic.com/4wgoq - The Beach was phenomenal 2day
amazed,@Belly9Maternity tooth fairy is coming to ur house tonight.
happy,"@totallyapple Here, have fun with this: http://bit.ly/PlNm4"
happy,"just got home from all states honors choir, the 9 hour drive payed off, it was amazinggggg!"
amazed,"@taytaystar when you come to me for plastic surgery, I hope you don't get in a car accident 6 days later"
happy,"@Ethan2Rock Thanks for the heads up, Ethan. Watching it now"
neutral,"gonna head to bed then work, then moncton to see Jill"
happy,@clighty Invite them to your house instead
neutral,I'm getting more and more followers... look out Ashton!
happy,@TheQuietOne35 so it went well.  Andrea
happy,going to bed.   goodnight
happy,@having hot cuppa coffee made with milk &amp; fortified with Monin's Irish Coffee syrup! Bliss!
happy,"@daftlikejack it seems totally awesome to me! you know, two real reasons for celebrating."
neutral,phillies gamee with mama for mothers day
neutral,http://twitpic.com/4wgp2 - Bambi will eat you
neutral,@bunnyhungry LOOOOL chips and ketchup ya waili 3alaiiik! Let's have some fish fingers  I'm not too sure about baked beans though.
neutral,@butterflykate Who've u noticed now Kate ?
neutral,@Freakonomy hahaha thaanks!  iï¿½m from brazil!
happy,great day/night with my gabberss
amazed,"@midnightbeadery Awww, thank you!  &amp; you're welcome lol"
neutral,@ZeeMalMer Bubbletweet it
neutral,as any1 been up all night like me and now the birds are keeping you awake
neutral,@cherrysnaz &amp; then when he left I changed it back
neutral,"Going to bed, busy day tomorrow...Happy Mother's Day Madre! Te Amo!"
happy,@mikeprasad noticed that yesterday too...i'm actually really happy about that  #StarTrek
happy,@iamdakota oh cool you're gonna be in van ? thats cool i live in victoria. well ur pree awesome girl
happy,"@karlixpaz Hmm... it's a miracle you're using twitter, and it's fun... so... Tweet!"
happy,@anyamarina that was funny! LOVED IT! I almost fell for it. Haha
amazed,officially my birthday  so i guess after 21 the novelty of a birthday wears off..?
neutral,@mikeshelby Now that's a very nice way to fall asleep.
neutral,@techstartups people still mail things?
sad,@FlyAArmy @aduvall818 @FlyingPhotog @FoxWhisperer - brief interruption- brb. goodnight if i don't catch u again later. gotta ck something
neutral,"@AClockworkToad Im not getting any treatments, we are just gonna hang out at the pool and the hot tubs."
neutral,Follow @Dirty_joe he's cool
neutral,Little bottle jus for me   http://mypict.me/FLC
neutral,is watching the canucks
happy,@AlohaZen do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link!
neutral,chilling at the casa
happy,So much news on more Android based devices - especially on T-Mobile. I'm all giddy and can't wait  (starts saving up) #android #tmobile
happy,@Warmnfuzzy Re-direct that energy into creating men's jewelry.    And frequent walks too.
neutral,Heart To Heart Mom To Mom Open Talk Mom  http://bit.ly/kn3Mp
sad,@_peanut_ Thank you. Now we'll just have to see how long it takes me to finish the damn thing.
neutral,Watching ugly betty
neutral,Yes... I'll have some ice in ice tea please  LoL
sad,"@Sparkin1 sorry I missed you at the farm today, but DM me if you would like some photos from today"
happy,@mahnameisjerik0 THANK YOU
neutral,"Happy Mothers Day to all the Moms  It's a tough job, but totally worth it!"
happy,Subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h
neutral,Facebooking
happy,writing a song
amazed,@pepperlive Who doesn't know who The Supervillians are Fails. I saw you both in January at The Warfield in SF.  LEGIT SHOW FOR SURE.
happy,@Nora_78 Elaine's my online mommy too. She gives good advice.
neutral,@chicalit  the construction lookd familar
happy,I am back from the best party ever
happy,@promisetangeman you are such a beautiful bride! you're gonna love the married life. it absolutely rocks! congrats to you both.
neutral,round 2
neutral,@JessicaTGolden yeah I LOVE CALI so much
happy,happy mother's day!
happy,on my way home from ny...then sleeping
neutral,@ryking ooh good then  Thank you for the heads up bro
happy,http://twitpic.com/4wh0o - My mommys gummy mothers day posterrr!
happy,just got home from the City Lights show  yeahhh!
neutral,@ThaEntertainer The Hills- go LC
amazed,making mother's day gift
neutral,Happy Mothers Day
neutral,"Eh, I've had better. I'm excited to see ryan hurley tomorrow"
neutral,Back again. Almost the last haul.  - at Wagner's Casa in Bend http://shz.me/5ke
neutral,@afm_ haha PHEW!  i've never said that before
happy,@ninjen Really enjoying Drown in My Own Tears
sad,"@danielradcliffe snitchsneeker photos were cool -but, dang, what's up with all the comments about your chest hair - that's just creepy"
neutral,is installing the Iphone and Ipod touch sdk 2.2.1 ...
neutral,#Canucks seem to be falling a lot. Must mean they're skating extra hard tonight.
neutral,@h0ney_ I'm so tired I think imma go to bed
neutral,@msdiazz ask how long adrians took lmao ... Intime
neutral,painting!
neutral,@johncmayer any gear you don't use anymore and want to throw away?
sad,@agentwill I didn't want to tell you but I think it's your body odour
happy,Had an awesome pedicure today!!
happy,@MrCartersNurse  congratulations for your mom for tomorrow ! buenas noches
neutral,@DarrenRoberts I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now
neutral,HEY!  i dont know how to use this ._.
neutral,@bortron doing research in the library (the building next to that one) will help explain. and not just reading
happy,@HeatherNKOTBFan Knight...sweet dreams.
happy,Happy mama's day to all the mamas.
happy,"@beccamorte Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people."
neutral,Happy Mother's Day to all of the woman and the men who made them mothers.
amazed,I made an animated holiday card thingy. http://is.gd/yjpq - Shh. Don't tell mom yet. It's a surprise.
neutral,goodnight
neutral,on youtube now!
neutral,with gracie and dustin! sleepover!
neutral,shows how twitaddicted you can get
happy,@AllanGoesDMB I listen to it alot at work.  Damn good show!
neutral,@Noufah .. thanks dear.. wish you the best too
happy,finally got my own set of keys for the store. how should i celebrate?
sad,"tired and didn't really have an exciting Saturday.  oh well, hope it's better tomorrow."
amazed,"Today was definitely a good day, had fun! Gunna try to get ahead on school now, so text me! &lt;3"
amazed,@lethebashar That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?
happy,Happy Mother's Day.. To All The MommiiEs Owt Theaa... &amp; ii Think ii Got Thaa Hang Of ThiiS ThiiNg.. Yay!!!
happy,live long and prosper !  lol star trek was the best!
neutral,Special chocr makin rounds @ Gourds show
happy,http://twitpic.com/4whaf Tonight's art show was a success.
sad,@Syreeta306 girl u sit ya double decker neck ass DOWN and talk about ppl who are on ur LEVEL and not above
happy,happy happy joy joy    is that good enough for you
neutral,exhausting day. And more to come tomorrow! City for mother's day!  can't wait minus the driving.
neutral,writing
happy,is wishing good night everybody
happy,"Birthday was awesome!On video:my daughter opening last gift screaming in joy, &quot;My  Birthday Wish Came True !!&quot;couldn't have been better."
neutral,Good Morning
neutral,@WorkFromWithin We were so busy I didn't even get to talk with you!!  Please tell me you got your lipstick?!
neutral,@Dili Loool.  Thats just the way things are!
neutral,"few grilled mushrooms and olives, feta cheese and coffee for breakfast.. should i try to sleep now..?"
happy,@TinaS71 It was fun meeting you too Tina!  We'll definitely do it again soon.
happy,feeling nice... got a big ass smile on my face for no reason  @mralister take my ass to sleep right? lol
neutral,goodnight!!!
sad,@abbey_marie Stick with me kidd...you'll be alright (there's a whole sketchy world out there waiting to be taken advantage of
neutral,@LaDyBuG21 Thanks
neutral,@Amador323 in june. the 6th. a sat!
happy,happy motherss dayyyy  so my sister decided to make lunch...hmph. but i decorated the house !  andd then i danced and sang hahaa
neutral,"@hotdogwater dayum.  i dont even remember why i started twittering... oh yea, facebook integration."
neutral,is go canuckss
neutral,Sleep. then making breakfast for mommy
neutral,learning how to use twitter
happy,Just finished watching the last of Star Wars
neutral,@LadyLove88 Boring? Who you been talking to? Lol not me  ( no homo)
amazed,@JohnLloydTaylor I love my mom tooo
neutral,Just cleaned mii scrolly ball!
happy,happpppy mothers day
neutral,@Hopesurvives rest well!
sad,@JonathanRKnight Going so soon? I was hoping to hear late nite humor from you....
